"","posted_date","candidate","message","observation","likes","comments","shares","type","language","media"
"466",2016-10-30,"Clinton","If you're voting for Hillary, don't stop there. We need to support Democrats down the ticket to make her vision for America a reality.",NA,25443,4980,1826,"link","en",NA
"467",2016-10-30,"Clinton","In 9 days, we'll choose who succeeds President Obama in the Oval Office. Make sure we make the right choice: IWillVote.com",NA,23092,4600,1025,"photo","en",NA
"468",2016-10-30,"Clinton","On Sunday, nearly a billion Hindus, Jains, Sikhs, and Buddhists around the world—including more than two million Americans—will celebrate Diwali, the festival of lights. For members of these faiths, lighting the lamp (the diya) is a reminder that light prevails over darkness, knowledge over ignorance, and good over evil.

Here in the United States, it is a tribute to the Indian American community that Diwali is celebrated with such beauty and joy. Regardless of our personal faith, Diwali reminds us that diversity is one of our greatest strengths as a nation, that light prevails over darkness, and that dharma—righteousness or goodness—must guide us toward a better tomorrow. If I have the honor of serving as president, I will be committed to building an Administration that reflects such diversity, including continuing White House celebrations of Diwali.

To those of you celebrating this joyous occasion, I wish you and your loved ones a Happy Diwali and Saal Mubarak.",NA,37366,4152,2965,"status","en",NA
"469",2016-10-30,"Clinton","Who are you fighting for? Donate in their honor to help Hillary win: hrc.io/2eJAFJD",NA,12776,4706,733,"link","en",NA
"470",2016-10-30,"Clinton","FBI Director Comey owes the American people an explanation. Five things you need to know:",NA,24669,9015,4417,"link","en",NA
"471",2016-10-30,"Clinton","On Friday, FBI Director James Comey bowed to partisan pressure and released a vague and inappropriate letter to Congress that only serves to give Republicans a new line of attack against Hillary. Here's what we've learned from news reports: The emails may not have been to or from Hillary. The emails weren’t even ever on her server. The FBI case has not been re-opened.

HFA Press Secretary Brian Fallon breaks it down.",NA,34695,10055,17191,"video","en",NA
"472",2016-10-30,"Clinton","Education is at stake.  
The environment is at stake.  
LGBT equality are at stake.  
Equal pay is at stake. 
IWillVote.com",NA,44797,6308,6071,"video","en",NA
"473",2016-10-30,"Clinton","Trump has a history of boasting about his donations to charity—and little history of seriously donating to charity.",NA,9299,3363,1340,"link","en",NA
"474",2016-10-30,"Clinton","With just days to go until the election, Republicans are pulling out all the stops to try to bring Hillary down. Share this to help set the record straight and get out the facts.",NA,79187,16183,52862,"photo","en",NA
"475",2016-10-29,"Clinton","A note on Director Comey's letter, from Hillary for America Chair John Podesta. Chip in now to say you're standing with Hillary: hrc.io/donatenow

""By now, you've probably heard some news about a bewildering letter sent to Congressional leaders by the Director of the FBI. This is all a bit confusing, and much of the reporting has been misleading or downright inaccurate, so I want to take a minute to walk through this. 

Here's the quick backstory: In July, FBI Director Jim Comey concluded a year-long investigation by deciding not to go forward with any case about Hillary's emails. It wasn't even a close call, he said. In his words, 'no reasonable prosecutor' would have brought charges.

Yesterday, in a surprise to us all, Comey wrote a very strange letter to Congress that was long on innuendo and short on facts. He said that in a completely separate investigation, the FBI had found some emails that may or may not be related to Hillary, and indeed may or may not be significant at all.

It's being reported that Comey sent this letter over the objections of Department of Justice officials who told him that it was inconsistent with longstanding policy of both Democratic and Republican administrations not to take action that might impact an election. It's an unprecedented intrusion into a close presidential election with less than 11 days until Election Day.
 
Voters deserve answers.

Comey needs to come clean with the American people about what he found and answer all the questions about why he took this unprecedented step less than weeks before the election.

Here's what this changes for you and this campaign: Absolutely nothing.

The facts be damned—Trump's always shown a complete disregard for the truth. In spite of there being no new information, he's already raising money off the bizarre letter (he literally sent a text message asking for money within an hour of the story breaking!) and he's more fired up than ever on the trail today.

These are the actions of a desperate man. Trump knows he can't win on his character, temperament, or his policies. He's behind, so he'll cling to whatever he can. We can't let him get away with this.

Our organizers and volunteers on the ground are rallying behind Hillary in what will be the biggest volunteer weekend of the campaign so far. You need to have her back, too. You need to say you're not willing to let Trump bully or buy his way into the presidency, and you're not going to let anything stop us from making history.

There are ten days to go. Let's buckle down, stay focused, and win this. Chip in here: hrc.io/donatenow""",NA,35824,8783,4423,"status","en",NA
"476",2016-10-29,"Clinton","""I want you hustling all the way until the polls close on November 8."" —President Obama hillaryclinton.com/gotv",NA,33525,5465,4563,"video","en",NA
"477",2016-10-29,"Clinton","“There’s a longstanding policy of not doing anything that could influence an election. Those guidelines exist for a reason. Sometimes that makes for hard decisions. But bypassing them has consequences.” —George J. Terwilliger III, deputy attorney general under President George H.W. Bush",NA,20060,6765,3253,"link","en",NA
"478",2016-10-29,"Clinton","“The Director owes it to the American people to immediately provide the full details of what he is now examining.""",NA,37035,8901,5021,"link","en",NA
"479",2016-10-29,"Clinton",NA,NA,43251,6418,3,"photo","fil",NA
"480",2016-10-29,"Clinton","Equality is on the ballot.
Justice is on the ballot.
Our progress is on the ballot. 
IWillVote.com",NA,26669,6116,4626,"video","en",NA
"481",2016-10-29,"Clinton","Our children are watching to see what kind of example we set for them.",NA,18198,10157,4188,"video","en",NA
"482",2016-10-28,"Clinton","Fired up. Ready to go.

Join President Obama live in Florida with just 11 days left:",NA,71740,119563,14452,"video","en",NA
"483",2016-10-28,"Clinton","“Just kiss. I don’t even wait. I sort of get away with things like that."" —Donald Trump",NA,10375,9581,4689,"video","en",NA
"484",2016-10-28,"Clinton","This is no ordinary year.",NA,14421,7349,1454,"link","en",NA
"485",2016-10-28,"Clinton","When Elizabeth Warren isn't busy holding special interests accountable, she finds the time to make some calls for Hillary. Join her: hillaryclinton.com/calls",NA,23501,6902,1040,"photo","en",NA
"486",2016-10-28,"Clinton",NA,NA,17294,4233,1,"video","fil",NA
"487",2016-10-28,"Clinton","""Kids and families have been the passion of my life—and they'll be the heart of my presidency.""",NA,23924,5550,3215,"video","en",NA
"488",2016-10-28,"Clinton","""First ladies, we rock."" —First Lady Michelle Obama

Get all the highlights from Michelle and Hillary's first-ever joint rally: hrc.io/2fmCZY8",NA,37336,4665,2302,"link","en",NA
"489",2016-10-28,"Clinton","We can fight for the country we want and make history at the same time. Are you ready to vote? IWillVote.com",NA,62686,7120,7483,"photo","en",NA
"490",2016-10-28,"Clinton","FLOTUS hug.",NA,91480,5382,3819,"photo","en",NA
"491",2016-10-28,"Clinton","""I don't want bullies in my life and I especially don't want one in the White House."" —Bryce, a student living with muscular dystrophy",NA,20365,3316,3812,"video","en",NA
"492",2016-10-27,"Clinton","""We have never had a more qualified and prepared candidate for president than our friend Hillary Clinton. Never before in our lifetime. I say this everywhere I go. I admire and respect Hillary. She has been a lawyer, a law professor, First Lady of Arkansas, First Lady of the United States, a U.S. Senator, Secretary of State. … She has more experience and exposure to the presidency than any candidate in our lifetime. Yes, more than Barack. More than Bill. So she is absolutely ready to be Commander-in-Chief...and yes, she happens to be a woman."" —First Lady Michelle Obama IWillVote.com",NA,51666,5890,5063,"photo","en",NA
"493",2016-10-27,"Clinton","""This is a country where a girl like me from the South Side of Chicago whose great great grandfather was a slave can go to the finest universities on Earth. A country where a biracial kid from Hawaii, the son of a single mother, can make it to the White House. A country where the daughter of an orphan can break that highest and hardest glass ceiling and become president of the United States. That is who we are, that is what's possible here in America—but only when we come together, only when we work for it and fight for it."" —First Lady Michelle Obama today in North Carolina IWillVote.com",NA,80136,6619,16058,"video","en",NA
"494",2016-10-27,"Clinton","You don't want to miss this. Join Hillary and First Lady Michelle Obama out on the trail together for the first time in North Carolina ↓",NA,100071,140891,23228,"video","en",NA
"495",2016-10-27,"Clinton","""Would my son have a place in your America?"" —Khizr Khan, father of a fallen American hero, to Donald Trump",NA,3474,2488,1068,"video","en",NA
"496",2016-10-27,"Clinton","Donald Trump's company marked rental applications for black applicants with a ""C"" for ""colored""—and lied to them about whether units were available.",NA,7453,4993,2401,"link","en",NA
"497",2016-10-27,"Clinton","Trump said he’s ""very proud” to lead the birther movement to discredit President Obama. Here’s how he spread the racist lie: hrc.io/2eUbYIA",NA,5255,3943,765,"link","en",NA
"498",2016-10-27,"Clinton","El Capitán Humayun Khan murió sirviendo a su país y salvando a sus compañeros.

Trump parece pensar que alguien como él no pertenece a este país.",NA,8274,3339,1703,"video","es",NA
"499",2016-10-27,"Clinton","Estados Unidos ya es grande porque le da la bienvenida a personas como Damián López Rodriguez, un immigrante que dio su vida por nuestro país.",NA,5533,3090,1161,"video","es",NA
"500",2016-10-27,"Clinton","""Hillary Clinton is a fighter for all of us. She's the fighter we need.""",NA,20243,4254,3650,"video","en",NA
"501",2016-10-26,"Clinton","When Bronx found out he shares a birthday with Hillary (October 26—today!), he was determined to write her a letter. Read it at letterstohillary.tumblr.com",NA,14187,2821,736,"photo","en",NA
"502",2016-10-26,"Clinton","Today is Hillary's birthday! Find out what she was doing the year you were born: hrc.io/2eSpbBO",NA,35559,6069,2185,"link","en",NA
"503",2016-10-26,"Clinton","JAY Z is performing live in Cleveland in support of Hillary! Text JAYZ to 47246 to get all the details.",NA,18128,4354,3036,"photo","en",NA
"504",2016-10-26,"Clinton",NA,NA,14258,3999,0,"video","fil",NA
"505",2016-10-26,"Clinton","Wish Hillary a happy birthday by making a plan to vote: hillaryclinton.com/makeaplan",NA,22187,3836,1241,"video","en",NA
"506",2016-10-26,"Clinton","Surprise! ��",NA,209388,15804,6083,"photo","en",NA
"507",2016-10-26,"Clinton","Happy birthday to this future president.",NA,431828,41413,57060,"photo","en",NA
"508",2016-10-26,"Clinton","America is already great because it welcomes people like Damian Lopez Rodriguez—an immigrant who gave his life for our country.",NA,19324,3228,8100,"video","en",NA
"509",2016-10-26,"Clinton","""Mi visión para Estados Unidos es un país en el que todos tienen un lugar. Este es el Estados Unidos que conozco y amo"" —Hillary.",NA,12498,3242,1486,"video","es",NA
"510",2016-10-26,"Clinton","99% more Latinos in Florida have already submitted ballots than at this point in 2012. Join them and vote early in this historic election: IWillVote.com/Locate",NA,43991,5304,3102,"link","en",NA
"511",2016-10-26,"Clinton","Trump dice que deportaría a 16 millones de personas. Para empezar, ¿qué significa eso en números?",NA,5094,2865,833,"video","es",NA
"512",2016-10-26,"Clinton","A record 200 million Americans are registered to vote this year. Don't be left out—make a plan to vote at hillaryclinton.com/makeaplan.",NA,14917,3382,986,"link","en",NA
"513",2016-10-25,"Clinton","Words of advice from the 1969 Wellesley College commencement speaker: Hillary Rodham. IWillVote.com",NA,11271,2642,2802,"video","en",NA
"514",2016-10-25,"Clinton","Don't boo, vote early! Find out when you can vote in your state at IWillVote.com.",NA,23555,3727,1570,"photo","en",NA
"515",2016-10-25,"Clinton","""If you believe we should raise the national minimum wage so you don’t live in poverty if you work full time, you need to vote. If you think equal pay for women is long overdue to raise family incomes, you’ve got to get out and vote. If you believe that we should treat women and girls with dignity and respect in America, then you’ve got to get out and vote. If you believe that we have to stand up for our rights, we have to stand up for women’s rights, we have to stand up to defend Planned Parenthood, we have to defend marriage equality, we have to defend the LGBT community, we have to tackle systemic racism and make criminal justice reform a reality, we have to defend voting rights, we have to take on the gun lobby and have commonsense gun safety measures, and we have to work with our allies and partners around the world to stop the spread of terrorism, to defeat ISIS, to take on the threat of nuclear weapons—then you’ve got to vote."" —Hillary",NA,32803,4489,3144,"photo","en",NA
"516",2016-10-25,"Clinton",NA,NA,15242,3534,2,"video","fil",NA
"517",2016-10-25,"Clinton","Tomorrow is Hillary's birthday! Make sure your name is on her card:",NA,53153,12191,2861,"link","en",NA
"518",2016-10-25,"Clinton","""Mi nombre es Mae Wiggins. Me negaron un apartamento en los edificios de Trump por mi color de piel"".",NA,5796,2875,2030,"video","es",NA
"519",2016-10-25,"Clinton","""My name is Mae Wiggins. I was denied an apartment in the Trump buildings based on the color of my skin.""",NA,18798,4040,19021,"video","en",NA
"520",2016-10-25,"Clinton","“Necesitamos crear una economía que funcione para todos, no sólo para los más afortunados. Algo está mal cuando los latinos son el 17 por ciento de la población de nuestro país, pero sólo retienen el 2 por ciento de las riquezas. Debemos trabajar juntos para conectar a más latinos con buenos trabajos y buenos salarios, con más oportunidades para adquirir las habilidades que necesitan, ir a la universidad, para emprender e incrementar su capital para dejarlo a sus hijos” —Hillary.",NA,16483,3793,1044,"photo","es",NA
"521",2016-10-25,"Clinton","""Get this Donald: Nasty women are tough. Nasty women are smart. And nasty women vote."" —Elizabeth Warren IWillVote.com",NA,68523,8457,4616,"photo","en",NA
"522",2016-10-25,"Clinton",NA,NA,24468,3902,6,"video","fil",NA
"523",2016-10-25,"Clinton","No one who wants to be Commander-in-Chief should be calling active military operations a ""disaster.""",NA,10382,4542,1287,"link","en",NA
"524",2024-10-22,"harris","Wisconsin, when we fight—and vote—we win. Make your plan to vote today at IWillVote.com/WI.","image",2453,1587,244,"image","en","yes"
"525",2024-10-22,"harris","Donald Trump has disrespected and insulted Latino men and communities. As president, I will invest in them.","image",5109,3133,921,"image","en","yes"
"526",2024-10-22,"harris","Donald Trump is a serious threat to the security and livelihood of Latino men and their families. Together, we can stop him: iwillvote.com","image",3964,2515,413,"image","en","yes"
"527",2024-10-22,"harris","Donald Trump’s Project 2025 Agenda would be a disaster for Latino families.","image",3130,2657,410,"image","en","yes"
"528",2024-10-22,"harris","What is Donald Trump trying to hide?","image",7656,4027,484,"image","en","yes"
"529",2024-10-22,"harris","I have fought for the people for my entire career. 
As a young courtroom prosecutor in Oakland, I stood up for women and children against predators who abused them.
As district attorney of San Francisco, I helped make California the first state to ban the “gay/trans panic” defense, which was often used to justify horrendous violence against the LGBTQ+ community.
As attorney general of California, I took on the big banks and delivered $20 billion for middle-class families facing foreclosure. I stood up for veterans and students being scammed by big for-profit colleges, for workers who were being cheated out of the wages they were due, and for seniors facing elder abuse.
As U.S. Senator for California and Vice President of the United States, I have fought on behalf of all Americans—and I will continue to do so as president. 
Together, we will build a brighter future for our nation.","photo",10981,3398,580,"photo","en","yes"
"530",2024-10-22,"harris","Across our nation, we are witnessing a full-on attack on hard-fought, hard-won freedoms and rights—like the fundamental freedom of a woman to make decisions about her own body. 
We are not going back.","photo",2556,1468,349,"photo","en","yes"
"531",2024-10-22,"harris","When you know what you stand for, you know what to fight for. I will always put the middle class and working class families first. I come from the middle class and I will never forget where I come from.","photo",5771,3198,561,"photo","en","yes"
"532",2024-10-22,"harris","This is a people-powered campaign. 
Together, we will chart a new way forward. 
IWillVote.com","photo",4287,2032,263,"photo","en","yes"
"533",2024-10-22,"harris","Georgia, early voting has started—now is the time to act. 
Make your plan to vote and encourage your friends and family to do the same. 
IWillVote.com","video",4899,2137,570,"video","en","yes"
"534",2024-10-22,"harris","Detroit is a town of people who have grit and determination—making it a first-class city in the United States of America.","video",17491,12485,1449,"video","en","yes"
"535",2024-10-22,"harris","Donald Trump tried to undo a free and fair election.
We cannot allow him to do it again: IWillVote.com.","video",4028,3312,540,"video","en","yes"
"536",2024-10-22,"harris","Take it from the people who know Donald Trump best: He is unfit to be President of the United States.","video",3944,3583,482,"video","en","yes"
"537",2024-10-22,"harris","Mark Cuban knows what it takes to start and grow a business. Donald Trump’s plan would be a disaster for entrepreneurs and small business owners.
Watch our full conversation Wednesday: kamalaharris.link/cuban","video",3735,3458,577,"video","en","yes"
"538",2024-10-22,"harris","The President of the United States must not look at the world through the narrow lens of ideology, petty partisanship, or as an instrument for their own ambitions. Our nation is not some spoil to be won. 
As president, I will strengthen America's global leadership.","text only",4662,2128,201,"na","en","no"
"539",2024-10-22,"harris","Donald Trump prefers to run on problems instead of fixing problems.
Trump spends his time perpetuating lies and misinformation, talking about fictional characters, and engaging in grievances about what has happened to him. 
He doesn’t care about you.","text only",3790,2526,184,"na","en","no"
"540",2024-10-23,"harris","Strengthening Medicare to cover home care for our nation's seniors and those with disabilities is common sense. It helps family caregivers, and it strengthens our economy.","image",7119,2133,1808,"image","en","yes"
"541",2024-10-23,"harris","In the global struggle between tyranny and democracy, the President of the United States must always be on the side of freedom.","image",9719,4384,516,"image","en","yes"
"542",2024-10-23,"harris","As vice president, I capped the cost of insulin for our seniors at $35 a month. As president, I will make sure coverage is available for all Americans. Health care is a right and should not be a privelege for those who can afford it.","image",4806,2695,239,"image","en","yes"
"543",2024-10-23,"harris","The difference is clear. I grew up a middle class kids, raised by a hardworking mother. Not everybody go handed $400 million on a silver platter and then filed for bankruptcy six times.","image",5434,3326,415,"image","en","yes"
"544",2024-10-23,"harris","I spent my career fighting for the safety and well-being of people. I will continue to do so as president - because the American people have a right to know their government is putting them first.","image",5292,2653,243,"image","en","yes"
"545",2024-10-23,"harris","As president, I am going to bring forward the bipartisan bill to further strengthen and secure our border.","image",5989,3019,190,"image","en","yes"
"546",2024-10-23,"harris","The American people deserve a leader who maintains certain standards about the role and responsibility of the President of the United States. Certainly no comparing oneself, in clearly admiring way, to Hitler.","image",4017,1751,697,"image","en","yes"
"547",2024-10-23,"harris","During tonight’s town hall, I spoke with voters about the issues on their minds as they make their choice in this election.
Donald Trump, on the other hand, refused to show. 
Help us turn the page:","image",2693,1334,141,"image","en","yes"
"548",2024-10-23,"harris","Here's what I believe about Donald Trump. You quoted General Milley calling Donald Trump a fascist.","image",15639,4946,1261,"image","en","yes"
"549",2024-10-23,"harris","I will not raise taxes on anyone making less than $400,000 a year","image",81027,12725,10981,"image","en","yes"
"550",2024-10-23,"harris","This election is about two different visions for our nation: One focused on the future, the other on the past.  
We fight for the future.","photo",3749,1563,343,"photo","en","yes"
"551",2024-10-23,"harris","Tonight, I will be joining CNN to answer questions about the issues that matter most to Americans in this election. 
Donald Trump refused to participate. 
Tune in for a conversation on the fight for our future.","photo",5841,3361,688,"photo","en","yes"
"552",2024-10-23,"harris","The Wall Street Journal, Goldman Sachs, 16 Nobel laureates, and Moody’s compared my economic plan against Donald Trump’s. 
Their review was clear: My plan will strengthen the economy, and Trump’s will make it weaker.","video",5672,4904,841,"video","en","yes"
"553",2024-10-23,"harris","Donald Trump vowed to be a dictator on day one. He vowed to use the military to carry out personal and political vendettas. His former chief of staff said he wanted generals like Hitler’s.  
Trump wants unchecked power. In 13 days, the American people will decide what they want.","video",9247,8713,2286,"video","en","yes"
"554",2024-10-23,"harris","My economic agenda will create opportunities for Latinos to succeed and achieve their dreams.
As president, I will focus on connecting Latino communities with opportunities to start and grow their businesses, become homeowners, and build intergenerational wealth.","video",2613,1774,317,"video","en","yes"
"555",2024-10-23,"harris","Yes, I do.","video",4482,2081,634,"video","en","yes"
"556",2024-10-23,"harris","We have to get past the era of partisan politics. 
It is my commitment to work with Democrats, Republicans, and Independents to deal with the issues facing our country.","video",3692,2291,392,"video","en","yes"
"557",2024-10-23,"harris","The American people are exhausted by Donald Trump. 
Donald Trump is simply exhausted.","video",4038,4154,395,"video","en","yes"
"558",2024-10-23,"harris","Democrats, Republicans, and Independents are supporting our campaign because our country is ready for a new generation of leadership.
I have had over 100 Republican leaders join me on the trail, including some who worked in the Trump administration.","text only",7173,3194,334,"na","en","no"
"559",2024-10-24,"harris","With only 12 days to go until Election Day, this is your reminder to make your plan to vote.","image",4519,2729,307,"image","en","yes"
"560",2024-10-24,"harris","As president, I will lower the cost of groceries by taking on corporate price gouging. I have done it before, and I am going to do it again.","image",9981,4797,690,"image","en","yes"
"561",2024-10-24,"harris","Donald Trump's Project 2024 agenda outlines his plan to force states to report on women's miscarriages and abortions.","image",3787,3085,460,"image","en","yes"
"562",2024-10-24,"harris","See you soon, Georgia.","event announcement Georgia with Springsteen and Obama",10078,2312,537,"image","en","yes"
"563",2024-10-24,"harris","no text","event announcement Georgia with Springsteen and Obama",2508,1797,NA,"image","en","yes"
"564",2024-10-24,"harris","Donald Trump intends to end the Affordable Care Act and still has no plan to replace it.","image",4106,3058,343,"image","en","yes"
"565",2024-10-24,"harris","Trump has an enemies list.
I have a to-do list.","image with a list of her agenda",13943,6416,3864,"image","en","yes"
"566",2024-10-24,"harris","With Donald Trump, it is the same old, tired playbook. He has no plans to address the needs of the American people. He is only focused on himself. 
It is time to turn the page:","image I will vote",3485,3997,215,"image","en","yes"
"567",2024-10-24,"harris","Generations of Americans before us led the fight for freedom and for the future.
Now, the baton is in our hands. 
America is ready to turn the page on the politics of division and hate.","photos",4466,2575,497,"photo","en","yes"
"568",2024-10-24,"harris","Donald Trump’s Project 2025 agenda will take us backward. 
We are not going back.","photo black and white harris wearing a suit and sunglasses tarmac",10045,4120,516,"photo","en","yes"
"569",2024-10-24,"harris","Donald Trump is out for unchecked power. He wants a military like Adolf Hitler had, who will be loyal to him, not our Constitution. He is unhinged unstable and given a seccond term there would be no one to stop him from pursuing his worst impulses.","video",3154,2991,416,"video","en","yes"
"570",2024-10-24,"harris","Here’s what I believe about Donald Trump.","video cnn town hall",3721,3537,474,"video","en","yes"
"571",2024-10-24,"harris","Donald Trump openly admires dictators, including Adolf Hitler.
He is unhinged and unstable. In a second term, he is out for completely unchecked power.","video",3243,2999,720,"video","en","yes"
"572",2024-10-24,"harris","I am back in Atlanta with President Barack Obama, Bruce Springsteen, Tyler Perry, Spike Lee, Samuel L. Jackson, and more. We are reminding Americans to make their voices heard on Election Day. Watch now.
For ASL feed, please tune in here:  https://us06web.zoom.us/j/85327592162","video feed of rally",10612,12527,2117,"video","en","yes"
"573",2024-10-24,"harris","The American people have a choice as to what happens in the Oval Office on January 20. Donald Trump, writing out his enemies list, plotting revenge and retribution. Or me with a to-do list responding to he needs of the American people.","video reels",2711,1584,280,"video","en","yes"
"574",2024-10-24,"harris","Thank you, Bruce Springsteen. Our democracy is only as strong as our willingness to fight for it, and I am grateful you are with us in this fight.","campaig ad",4327,2380,583,"video","en","yes"
"575",2024-10-24,"harris","12 days left to vote. 
We have the opportunity to turn the page and chart a new, joyful way forward. 
Join us: IWillVote.com","video clip of rally",4004,2288,473,"video","en","yes"
"576",2024-10-24,"harris","Thank you, Georgia.","video clip of rally Harris hugging Obama",13179,3977,1095,"video","en","yes"
"577",2024-10-24,"harris","Donald Trump admires dictators—and he wants to be one on day one if given the chance.
Our democracy is at stake.","campaig ad",2655,2051,361,"video","en","yes"
"578",2024-10-24,"harris","Donald Trump’s former chief of staff, a four-star Marine general, has given America an unprecedented warning: 
Trump is unhinged and unstable—and he is out for unchecked power.","campaig ad",3626,3646,932,"video","en","yes"
"579",2024-10-25,"harris","Donald Trump has been very clear that he would weaponize the Department of Justice against his political enemies. You know who does that? Dictators do that.","image",8053,6213,2366,"image","en","yes"
"580",2024-10-25,"harris","Women are dying because of Donald Trump's abortion bans - and he refuses to take any accountability for the pain and suffering he has caused.","image",4676,4609,381,"image","en","yes"
"581",2024-10-25,"harris","There's a backwards notion that suggests that the measure of a leader is based on who you beat down. We know: The real measure of the strength of a leader is based on who you lift up.","image",32978,6684,4542,"image","en","yes"
"582",2024-10-25,"harris","Make sure you have a plan to vote early or on Election Day. Let's give it our all.","image",5390,2334,272,"image","en","yes"
"583",2024-10-25,"harris","The choice is clear.","image comparing Harris and Trump agendas",6670,3551,1843,"image","en","yes"
"584",2024-10-25,"harris","The men of America do not want to see their daughters, wives, sisters, and mothers put at risk because their rights were taken away.","image",5187,2199,309,"image","en","yes"
"585",2024-10-25,"harris","America, we know freedom is not to be given. It is not to be bestowed.
It is ours by right, and we are prepared to fight for it.","image I will vote",2352,904,125,"image","en","yes"
"586",2024-10-25,"harris","My mother saved for years to buy our first home.  
Fast forward to today: Even if aspiring homeowners save for years, it is often still not enough. We need to build more housing in America because a severe housing shortage is part of what is driving up costs.  
Our Harris-Walz administration will cut red tape and work with the private sector to build 3 million new homes and provide first-time home buyers with $25,000 down-payment assistance—so you can get your foot in the door and have the opportunity to own a home, like my mother was able to.","photos of her childhood",4419,1957,258,"photo","en","yes"
"587",2024-10-25,"harris","With your help, we will win the fight for the promise of America.
iwillvote.com","photos with Obama at rally",9981,2721,710,"photo","en","yes"
"588",2024-10-25,"harris","no text","announcement of a rally in texas",2263,1183,NA,"photo","en","yes"
"589",2024-10-25,"harris","When Congress passes a bill to restore reproductive freedom, as President of the United States, I will proudly sign it into law.","photo of Harris at rally",3977,1927,287,"photo","en","yes"
"590",2024-10-25,"harris","It all comes down to this: One of the highest forms of patriotism and love of country is to fight for the promise of America. And in this election, we continue to stand up for those ideals.
IWillVote.com","photo of Harris at event",4284,1498,275,"photo","en","yes"
"591",2024-10-25,"harris","Chef Rene, your cooking left me speechless.","video of Harris cooking",9981,8407,1219,"video","en","yes"
"592",2024-10-25,"harris","Our campaign is fueled by the power of the people. 
Let’s continue the work to win on November 5: go.kamalaharris.com/act.","video of her speaking in an empty room",3207,2304,326,"video","en","yes"
"593",2024-10-25,"harris","Leaders in Texas have made this state ground zero in the fight for women to make decisions about their own bodies.
Tonight, I will discuss the impact of Trump Abortion Bans for women in Texas and across the country.","CNN video clip of Harris in Houston",2961,1707,259,"video","en","yes"
"594",2024-10-25,"harris","Donald Trump referred to our country as a “garbage can.” 
America deserves better.","CNN video clip of Harris in Houston",6368,4311,2752,"video","en","yes"
"595",2024-10-25,"harris","Donald Trump has shown us time and again who he is—sowing division, fear, and hate throughout our country, including disparaging the Latino community. 
It is time to turn the page. IWillVote.com","campaig ad",3354,2123,1564,"video","en","yes"
"596",2024-10-25,"harris","Ondrea and Ceasar prayed for a family. After she and her husband learned her baby girl would not survive, Ondrea was denied standard medical care because she lives in a state with a Trump Abortion Ban. 
Now, she may never have children.
Your vote can prevent stories like theirs from happening again: IWillVote.com","campaig ad",1850,1236,468,"video","en","yes"
"597",2024-10-25,"harris","I’m in Houston with Willie Nelson, reminding Texans what’s at stake in this election—the freedom for a woman to make decisions about her own body without government interference. Watch now.
For ASL feed, please tune in here: https://us06web.zoom.us/j/89045994668","video feed of rally",11800,17897,2902,"video","en","yes"
"598",2024-10-25,"harris","Thank you, Beyoncé and Kelly Rowland.","video with celebs",9099,2719,901,"video","en","yes"
"599",2024-10-25,"harris","To the extremist leaders who support Trump Abortion Bans—but have neglected prenatal care, maternity care, and postpartum care:
Where have you been?","video clip of rally",2959,1154,326,"video","en","yes"
"600",2024-10-25,"harris","Gen Z, you know it ain't right that you may have fewer rights than your mother or your grandmother.
Are you ready to make your voices heard?","video clip of rally",3147,1261,346,"video","en","yes"
"601",2024-10-25,"harris","Kamala Harris and I are both gun owners. We believe in the Second Amendment. But we also believe in keeping our kids and our communities safe.
Our plan is common sense: ban assault weapons, require universal background checks, and pass red flag laws.","repost from Tim Walz's account",2379,1069,105,"na","en","no"
"602",2024-10-25,"harris","Elections matter. 
Donald Trump will likely get to appoint at least one, if not two, additional Supreme Court Justices—at which point he will have packed the court with five out of nine justices who will shape your lives and the lives of generations to come.","no media",3723,1739,190,"na","en","no"
"603",2024-10-26,"harris","Texas, we are fighting for freedom. Let’s get out and vote.","photos of rally hugging Beyonce",5843,2691,464,"photo","en","yes"
"604",2024-10-26,"harris","Michigan, this election is a fight for our future. You can make a difference in this race by voting early: IWillVote.com/MI.","image",3428,1170,290,"image","en","yes"
"605",2024-10-26,"harris","Together, we will invest in and strengthen the middle class.","image with Harris plan to lower costs",3680,1935,474,"image","en","yes"
"606",2024-10-26,"harris","In the next 10 days, we must organize, mobilize, and vote. 
America, let’s do this together: IWillVote.com.","image with photo of harris and walz",6937,2773,612,"image","en","yes"
"607",2024-10-26,"harris","We must create a pathway for Dreamers to earn their citizenship. These young people should not have to live in fear.","image",4540,1771,213,"image","en","yes"
"608",2024-10-26,"harris","Georgia started early voting - and they broke historic records. North Carolina started early voting - and they broke historic records. Let's break early voting records today across Michigan.","image",9981,3265,466,"image","en","yes"
"609",2024-10-26,"harris","There are 10 days until election day. Everything we do in this moment matters.","image",3509,1732,226,"image","en","yes"
"610",2024-10-26,"harris","no text","announcement of rally with Michelle Obama with photo of Obama",3053,1623,NA,"image","en","yes"
"611",2024-10-26,"harris","My whole career I have put people above partisanship. I have never asked ""are you a Democrat, or are you a Republican?"" The first and only think I ask is: How can I help you?","image",5215,2076,241,"image","en","yes"
"612",2024-10-26,"harris","Just imagine the Oval Office in three months: It's either Donald Trump in there, stewing over his enemies list - or me, working for you, checking off my to-do list.","image",9981,4954,1268,"image","en","yes"
