posted_date,candidate,est_followers,message,observation,likes,comments,shares,media,type,link,collection_date,language
10/20/2024,harris,5600000,Donald Trump thinks the value of union labor is essentially meaningless—but we know UAW International Union members are the best auto workers in the world.,video,3618,1964,736,yes,video,,3/15/2025,en
10/20/2024,harris,5600000,"For far too long, our nation has encouraged only one path to success.
As president, I will eliminate unnecessary degree requirements for federal jobs, and make sure good-paying jobs are available to all Americans, not just those with college degrees.",campaig ad,2584,983,367,yes,video,,3/15/2025,en
10/20/2024,harris,5600000,"If you are not sure who to vote for, I invite you to watch Donald Trump’s rallies.
He talks a lot about himself, fictional characters, and other nonsense. What he doesn’t talk about is you, and how to make your life better.",video,3606,2591,489,yes,video,,3/15/2025,en
10/20/2024,harris,5600000,"I know what it is like to care for an aging parent while working full-time. 
That is why my opportunity agenda will make life easier for those taking care of their parents and grandparents by having Medicare cover the cost of home health care.",video,3415,1827,427,yes,video,,3/15/2025,en
10/20/2024,harris,5600000,"Donald Trump's dangerous agenda could threaten IVF. 
Consider the irony: Extremist leaders tell women they do not have the freedom to end an unwanted pregnancy. At the same time, they tell women and their partners they don’t have the freedom to start a family.",no media,2983,1736,139,no,na,,3/15/2025,en
10/20/2024,harris,5600000,"As president, it will be my priority to bring down prices. I will take on:
–Big corporations that illegally price gouge on food.
–Corporate landlords that unfairly raise rents on working families.
–Big Pharma, and cap the cost of prescription drugs for all Americans.",no media,4008,2159,210,no,na,,3/15/2025,en
10/20/2024,harris,5600000,"It is clear to me—and to many of his former staff—that Donald Trump is dangerous. This includes:
–His Chief of Staff
–His Defense Secretary
–His National Security Advisor
–His Vice President
Any many, many more.",no media,9216,5576,432,no,na,,3/15/2025,en
10/21/2024,harris,5600000,"Colorado, this election is a fight for our future. You can vote and register at the same time now until Election Day. Vote early and take action at IWillVote.com/CO.",image,2145,1225,166,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,15 days left until election day. That's 15 days to make a difference. 15 days to make sure people have a voting plan. Make these 15 days count.,image,5635,2757,387,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,Announcement of campaign event in Pennsylavnia,image Liz Cheney,1636,1046,0,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,Governor Walz and I will continue to strengthen the Affordable Care Act and get more Americans insurance than ever before.,image,5770,2209,251,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,Annoucement of event ,image reads Liz Cheney,1533,579,0,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,Annoucement of event ,image reads Liz Cheney,1995,1051,0,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,"I strongly believe that the relationship between Tribal Nations and the United States is sacred. We must honor Tribal sovereignty, embrace trust and treaty obligations, and ensure Tribal self-determination. As president, I will defend those principles.",image,9246,1900,597,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,"Pennsylvania:
Today is the last day to register to vote in this election, and there’s too much on the line to sit this out. Register now: IWillVote.com/PA.",repost from Team Kamala,1484,768,78,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,"A top priority: I grew up in a middle-class household. For most of my childhood, we were renters. My mother saved for well over a decade to buy a home. I was a teenager when the day finally came - and I can still remember how excited she was. In college, I worked at McDonald's to earn spending money. Some of the people I worked with were raising families on that paycheck. They worked second or even third jobs to pay rent and buy food. That only gets harder when he cost of living goes up. When I am elected president, I will make it a top priority to bring down costs and increase economic security for all Americans.",image,4566,2522,359,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,Join my conversation in Waukesha answering Wisconsinites’ questions about my plans for the American people. Hosted by Congresswoman Liz Cheney and moderated by Charlie Sykes—watch now.,video,4778,4994,678,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,A key difference between Donald Trump and me? Trump prefers to run on problems. I plan to fix them.,image,9981,6079,517,yes,image,,3/15/2025,en
10/21/2024,harris,5600000,"In 15 days, we have the power to chart a new way forward—one that is worthy of the country that we are blessed to call home.",photo,8281,2813,640,yes,photo,,3/15/2025,en
10/21/2024,harris,5600000,"While my opponent fights for himself, Tim Walz and I are fighting for the American people.",photos,5661,3145,325,yes,photo,,3/15/2025,en
10/21/2024,harris,5600000,It is always great to be in Michigan.,photos,5454,2138,270,yes,photo,,3/15/2025,en
10/21/2024,harris,5600000,"We will lower costs on everything from health care to groceries. We will take on corporate price gouging. And we will give 100 million middle class Americans a tax cut. 
I come from the middle class—and I will never forget where I come from.",video,3284,2479,465,yes,video,,3/15/2025,en
10/21/2024,harris,5600000,Join my conversation in Chester answering Pennsylvanians’ questions about my plans for the American people. Hosted by Congresswoman Liz Cheney and moderated by Sarah Longwell—watch now.,video of event with Liz Cheney in Pennsylvania,4545,4001,720,yes,video,,3/15/2025,en
10/21/2024,harris,5600000,"America represents the gold standard of democracy, but we have someone who wants to be president again saying he would be a dictator on day one.
Our campaign believes in American ideals and our Constitution.",video event with Liz Cheney,6381,3742,2392,yes,video,,3/15/2025,en
10/21/2024,harris,5600000,In the wake of Hurricane Helene we saw Americans take extraordinary action to help neighbors and strangers need. I met with some of those families in North Carolina and reaffirmed our Administration's continued commitment to helping communities recover and rebuild.,reels video,1600,884,406,yes,video,,3/15/2025,en
10/21/2024,harris,5600000,"Join my conversation in Oakland County answering Michiganders’ questions about my plans for the American people. Hosted by Congresswoman Liz Cheney and moderated by Maria Shriver—watch now.
For ASL feed, please tune in here: https://us06web.zoom.us/j/86541913053",video,4915,5210,823,yes,video,,3/15/2025,en
10/21/2024,harris,5600000,Join us: IWillVote.com,video with Liz Cheney,4147,1661,554,yes,video,,3/15/2025,en
10/21/2024,harris,5600000,"Republicans and Democrats have come together, across the aisle, out of love of country—because we know what is at stake in terms of democracy and rule of law.",video,5339,2723,843,yes,video,,3/15/2025,en
10/21/2024,harris,5600000,"I am on the campaign trail meeting voters, taking interviews, and talking about my policies that will benefit you and your families. 
Donald Trump is rambling about nonsense.
Again, we must ask: Is he fit for the toughest job in the world?",video,3274,2731,384,yes,video,,3/15/2025,en
10/21/2024,harris,5600000,My plan will allow Medicare to cover in-home health care to help families like Alex's.,reels video,2893,2393,355,yes,video,,3/15/2025,en
10/22/2024,harris,5600000,"Wisconsin, when we fight—and vote—we win. Make your plan to vote today at IWillVote.com/WI.",image,2453,1587,244,yes,image,,3/15/2025,en
10/22/2024,harris,5600000,"Donald Trump has disrespected and insulted Latino men and communities. As president, I will invest in them.",image,5109,3133,921,yes,image,,3/15/2025,en
10/22/2024,harris,5600000,"Donald Trump is a serious threat to the security and livelihood of Latino men and their families. Together, we can stop him: iwillvote.com",image,3964,2515,413,yes,image,,3/15/2025,en
10/22/2024,harris,5600000,Donald Trump’s Project 2025 Agenda would be a disaster for Latino families.,image,3130,2657,410,yes,image,,3/15/2025,en
10/22/2024,harris,5600000,What is Donald Trump trying to hide?,image,7656,4027,484,yes,image,,3/15/2025,en
10/22/2024,harris,5600000,"I have fought for the people for my entire career. 
As a young courtroom prosecutor in Oakland, I stood up for women and children against predators who abused them.
As district attorney of San Francisco, I helped make California the first state to ban the “gay/trans panic” defense, which was often used to justify horrendous violence against the LGBTQ+ community.
As attorney general of California, I took on the big banks and delivered $20 billion for middle-class families facing foreclosure. I stood up for veterans and students being scammed by big for-profit colleges, for workers who were being cheated out of the wages they were due, and for seniors facing elder abuse.
As U.S. Senator for California and Vice President of the United States, I have fought on behalf of all Americans—and I will continue to do so as president. 
Together, we will build a brighter future for our nation.",photo,10981,3398,580,yes,photo,,3/15/2025,en
10/22/2024,harris,5600000,"Across our nation, we are witnessing a full-on attack on hard-fought, hard-won freedoms and rights—like the fundamental freedom of a woman to make decisions about her own body. 
We are not going back.",photo,2556,1468,349,yes,photo,,3/15/2025,en
10/22/2024,harris,5600000,"When you know what you stand for, you know what to fight for. I will always put the middle class and working class families first. I come from the middle class and I will never forget where I come from.",photo,5771,3198,561,yes,photo,,3/15/2025,en
10/22/2024,harris,5600000,"This is a people-powered campaign. 
Together, we will chart a new way forward. 
IWillVote.com",photo,4287,2032,263,yes,photo,,3/15/2025,en
10/22/2024,harris,5600000,"Georgia, early voting has started—now is the time to act. 
Make your plan to vote and encourage your friends and family to do the same. 
IWillVote.com",video,4899,2137,570,yes,video,,3/15/2025,en
10/22/2024,harris,5600000,Detroit is a town of people who have grit and determination—making it a first-class city in the United States of America.,video,17491,12485,1449,yes,video,,3/15/2025,en
10/22/2024,harris,5600000,"Donald Trump tried to undo a free and fair election.
We cannot allow him to do it again: IWillVote.com.",video,4028,3312,540,yes,video,,3/15/2025,en
10/22/2024,harris,5600000,Take it from the people who know Donald Trump best: He is unfit to be President of the United States.,video,3944,3583,482,yes,video,,3/15/2025,en
10/22/2024,harris,5600000,"Mark Cuban knows what it takes to start and grow a business. Donald Trump’s plan would be a disaster for entrepreneurs and small business owners.
Watch our full conversation Wednesday: kamalaharris.link/cuban",video,3735,3458,577,yes,video,,3/15/2025,en
10/22/2024,harris,5600000,"The President of the United States must not look at the world through the narrow lens of ideology, petty partisanship, or as an instrument for their own ambitions. Our nation is not some spoil to be won. 
As president, I will strengthen America's global leadership.",text only,4662,2128,201,no,na,,3/15/2025,en
10/22/2024,harris,5600000,"Donald Trump prefers to run on problems instead of fixing problems.
Trump spends his time perpetuating lies and misinformation, talking about fictional characters, and engaging in grievances about what has happened to him. 
He doesn’t care about you.",text only,3790,2526,184,no,na,,3/15/2025,en
10/23/2024,harris,5600000,"Strengthening Medicare to cover home care for our nation's seniors and those with disabilities is common sense. It helps family caregivers, and it strengthens our economy.",image,7119,2133,1808,yes,image,,3/15/2025,en
10/23/2024,harris,5600000,"In the global struggle between tyranny and democracy, the President of the United States must always be on the side of freedom.",image,9719,4384,516,yes,image,,3/15/2025,en
10/23/2024,harris,5600000,"As vice president, I capped the cost of insulin for our seniors at $35 a month. As president, I will make sure coverage is available for all Americans. Health care is a right and should not be a privelege for those who can afford it.",image,4806,2695,239,yes,image,,3/15/2025,en
10/23/2024,harris,5600000,"The difference is clear. I grew up a middle class kids, raised by a hardworking mother. Not everybody go handed $400 million on a silver platter and then filed for bankruptcy six times.",image,5434,3326,415,yes,image,,3/15/2025,en
10/23/2024,harris,5600000,I spent my career fighting for the safety and well-being of people. I will continue to do so as president - because the American people have a right to know their government is putting them first.,image,5292,2653,243,yes,image,,3/15/2025,en
10/23/2024,harris,5600000,"As president, I am going to bring forward the bipartisan bill to further strengthen and secure our border. ",image,5989,3019,190,yes,image,,3/15/2025,en
10/23/2024,harris,5600000,"The American people deserve a leader who maintains certain standards about the role and responsibility of the President of the United States. Certainly no comparing oneself, in clearly admiring way, to Hitler.",image,4017,1751,697,yes,image,,3/15/2025,en
10/23/2024,harris,5600000,"During tonight’s town hall, I spoke with voters about the issues on their minds as they make their choice in this election.
Donald Trump, on the other hand, refused to show. 
Help us turn the page:",image,2693,1334,141,yes,image,secure.actblue.com,3/15/2025,en
10/23/2024,harris,5600000,Here's what I believe about Donald Trump. You quoted General Milley calling Donald Trump a fascist.,image,15639,4946,1261,yes,image,,3/15/2025,en
10/23/2024,harris,5600000,"I will not raise taxes on anyone making less than $400,000 a year",image,81027,12725,10981,yes,image,,3/15/2025,en
10/23/2024,harris,5600000,"This election is about two different visions for our nation: One focused on the future, the other on the past.  
We fight for the future.",photo,3749,1563,343,yes,photo,,3/15/2025,en
10/23/2024,harris,5600000,"Tonight, I will be joining CNN to answer questions about the issues that matter most to Americans in this election. 
Donald Trump refused to participate. 
Tune in for a conversation on the fight for our future.",photo,5841,3361,688,yes,photo,,3/15/2025,en
10/23/2024,harris,5600000,"The Wall Street Journal, Goldman Sachs, 16 Nobel laureates, and Moody’s compared my economic plan against Donald Trump’s. 
Their review was clear: My plan will strengthen the economy, and Trump’s will make it weaker.",video,5672,4904,841,yes,video,,3/15/2025,en
10/23/2024,harris,5600000,"Donald Trump vowed to be a dictator on day one. He vowed to use the military to carry out personal and political vendettas. His former chief of staff said he wanted generals like Hitler’s.  
Trump wants unchecked power. In 13 days, the American people will decide what they want.",video,9247,8713,2286,yes,video,,3/15/2025,en
10/23/2024,harris,5600000,"My economic agenda will create opportunities for Latinos to succeed and achieve their dreams.
As president, I will focus on connecting Latino communities with opportunities to start and grow their businesses, become homeowners, and build intergenerational wealth.",video,2613,1774,317,yes,video,,3/15/2025,en
10/23/2024,harris,5600000,"Yes, I do.",video,4482,2081,634,yes,video,,3/15/2025,en
10/23/2024,harris,5600000,"We have to get past the era of partisan politics. 
It is my commitment to work with Democrats, Republicans, and Independents to deal with the issues facing our country.",video,3692,2291,392,yes,video,,3/15/2025,en
10/23/2024,harris,5600000,"The American people are exhausted by Donald Trump. 
Donald Trump is simply exhausted.",video,4038,4154,395,yes,video,,3/15/2025,en
10/23/2024,harris,5600000,"Democrats, Republicans, and Independents are supporting our campaign because our country is ready for a new generation of leadership.
I have had over 100 Republican leaders join me on the trail, including some who worked in the Trump administration.",text only,7173,3194,334,no,na,,3/15/2025,en
10/24/2024,harris,5600000,"With only 12 days to go until Election Day, this is your reminder to make your plan to vote.",image,4519,2729,307,yes,image,,3/15/2025,en
10/24/2024,harris,5600000,"As president, I will lower the cost of groceries by taking on corporate price gouging. I have done it before, and I am going to do it again.",image,9981,4797,690,yes,image,,3/15/2025,en
10/24/2024,harris,5600000,Donald Trump's Project 2024 agenda outlines his plan to force states to report on women's miscarriages and abortions.,image,3787,3085,460,yes,image,,3/15/2025,en
10/24/2024,harris,5600000,"See you soon, Georgia.",event announcement Georgia with Springsteen and Obama,10078,2312,537,yes,image,,3/15/2025,en
10/24/2024,harris,5600000,no text,event announcement Georgia with Springsteen and Obama,2508,1797,,yes,image,,3/15/2025,en
10/24/2024,harris,5600000,Donald Trump intends to end the Affordable Care Act and still has no plan to replace it.,image,4106,3058,343,yes,image,,3/15/2025,en
10/24/2024,harris,5600000,"Trump has an enemies list.
I have a to-do list.",image with a list of her agenda,13943,6416,3864,yes,image,,3/15/2025,en
10/24/2024,harris,5600000,"With Donald Trump, it is the same old, tired playbook. He has no plans to address the needs of the American people. He is only focused on himself. 
It is time to turn the page: ",image I will vote,3485,3997,215,yes,image,,3/15/2025,en
10/24/2024,harris,5600000,"Generations of Americans before us led the fight for freedom and for the future.
Now, the baton is in our hands. 
America is ready to turn the page on the politics of division and hate.",photos,4466,2575,497,yes,photo,,3/15/2025,en
10/24/2024,harris,5600000,"Donald Trump’s Project 2025 agenda will take us backward. 
We are not going back.",photo black and white harris wearing a suit and sunglasses tarmac,10045,4120,516,yes,photo,,3/15/2025,en
10/24/2024,harris,5600000,"Donald Trump is out for unchecked power. He wants a military like Adolf Hitler had, who will be loyal to him, not our Constitution. He is unhinged unstable and given a seccond term there would be no one to stop him from pursuing his worst impulses.",video,3154,2991,416,yes,video,,3/15/2025,en
10/24/2024,harris,5600000,Here’s what I believe about Donald Trump.,video cnn town hall,3721,3537,474,yes,video,,3/15/2025,en
10/24/2024,harris,5600000,"Donald Trump openly admires dictators, including Adolf Hitler.
He is unhinged and unstable. In a second term, he is out for completely unchecked power.",video,3243,2999,720,yes,video,,3/15/2025,en
10/24/2024,harris,5600000,"I am back in Atlanta with President Barack Obama, Bruce Springsteen, Tyler Perry, Spike Lee, Samuel L. Jackson, and more. We are reminding Americans to make their voices heard on Election Day. Watch now.
For ASL feed, please tune in here:  https://us06web.zoom.us/j/85327592162",video feed of rally,10612,12527,2117,yes,video,,3/15/2025,en
10/24/2024,harris,5600000,"The American people have a choice as to what happens in the Oval Office on January 20. Donald Trump, writing out his enemies list, plotting revenge and retribution. Or me with a to-do list responding to he needs of the American people.",video reels,2711,1584,280,yes,video,,3/15/2025,en
10/24/2024,harris,5600000,"Thank you, Bruce Springsteen. Our democracy is only as strong as our willingness to fight for it, and I am grateful you are with us in this fight.",campaig ad,4327,2380,583,yes,video,,3/15/2025,en
10/24/2024,harris,5600000,"12 days left to vote. 
We have the opportunity to turn the page and chart a new, joyful way forward. 
Join us: IWillVote.com",video clip of rally,4004,2288,473,yes,video,,3/15/2025,en
10/24/2024,harris,5600000,"Thank you, Georgia.",video clip of rally Harris hugging Obama,13179,3977,1095,yes,video,,3/15/2025,en
10/24/2024,harris,5600000,"Donald Trump admires dictators—and he wants to be one on day one if given the chance.
Our democracy is at stake.",campaig ad,2655,2051,361,yes,video,,3/15/2025,en
10/24/2024,harris,5600000,"Donald Trump’s former chief of staff, a four-star Marine general, has given America an unprecedented warning: 
Trump is unhinged and unstable—and he is out for unchecked power.",campaig ad,3626,3646,932,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,Donald Trump has been very clear that he would weaponize the Department of Justice against his political enemies. You know who does that? Dictators do that.,image,8053,6213,2366,yes,image,,3/15/2025,en
10/25/2024,harris,5600000,Women are dying because of Donald Trump's abortion bans - and he refuses to take any accountability for the pain and suffering he has caused.,image,4676,4609,381,yes,image,,3/15/2025,en
10/25/2024,harris,5600000,There's a backwards notion that suggests that the measure of a leader is based on who you beat down. We know: The real measure of the strength of a leader is based on who you lift up.,image,32978,6684,4542,yes,image,,3/15/2025,en
10/25/2024,harris,5600000,Make sure you have a plan to vote early or on Election Day. Let's give it our all.,image,5390,2334,272,yes,image,,3/15/2025,en
10/25/2024,harris,5600000,The choice is clear. ,image comparing Harris and Trump agendas,6670,3551,1843,yes,image,,3/15/2025,en
10/25/2024,harris,5600000,"The men of America do not want to see their daughters, wives, sisters, and mothers put at risk because their rights were taken away.",image,5187,2199,309,yes,image,,3/15/2025,en
10/25/2024,harris,5600000,"America, we know freedom is not to be given. It is not to be bestowed.
It is ours by right, and we are prepared to fight for it. ",image I will vote,2352,904,125,yes,image,,3/15/2025,en
10/25/2024,harris,5600000,"My mother saved for years to buy our first home.  
Fast forward to today: Even if aspiring homeowners save for years, it is often still not enough. We need to build more housing in America because a severe housing shortage is part of what is driving up costs.  
Our Harris-Walz administration will cut red tape and work with the private sector to build 3 million new homes and provide first-time home buyers with $25,000 down-payment assistance—so you can get your foot in the door and have the opportunity to own a home, like my mother was able to.",photos of her childhood,4419,1957,258,yes,photo,,3/15/2025,en
10/25/2024,harris,5600000,"With your help, we will win the fight for the promise of America.
iwillvote.com",photos with Obama at rally,9981,2721,710,yes,photo,,3/15/2025,en
10/25/2024,harris,5600000,no text,announcement of a rally in texas,2263,1183,,yes,photo,,3/15/2025,en
10/25/2024,harris,5600000,"When Congress passes a bill to restore reproductive freedom, as President of the United States, I will proudly sign it into law.",photo of Harris at rally,3977,1927,287,yes,photo,,3/15/2025,en
10/25/2024,harris,5600000,"It all comes down to this: One of the highest forms of patriotism and love of country is to fight for the promise of America. And in this election, we continue to stand up for those ideals.
IWillVote.com",photo of Harris at event,4284,1498,275,yes,photo,,3/15/2025,en
10/25/2024,harris,5600000,"Chef Rene, your cooking left me speechless.",video of Harris cooking ,9981,8407,1219,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"Our campaign is fueled by the power of the people. 
Let’s continue the work to win on November 5: go.kamalaharris.com/act.",video of her speaking in an empty room,3207,2304,326,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"Leaders in Texas have made this state ground zero in the fight for women to make decisions about their own bodies.
Tonight, I will discuss the impact of Trump Abortion Bans for women in Texas and across the country.",CNN video clip of Harris in Houston,2961,1707,259,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"Donald Trump referred to our country as a “garbage can.” 
America deserves better.",CNN video clip of Harris in Houston,6368,4311,2752,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"Donald Trump has shown us time and again who he is—sowing division, fear, and hate throughout our country, including disparaging the Latino community. 
It is time to turn the page. IWillVote.com",campaig ad,3354,2123,1564,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"Ondrea and Ceasar prayed for a family. After she and her husband learned her baby girl would not survive, Ondrea was denied standard medical care because she lives in a state with a Trump Abortion Ban. 
Now, she may never have children.
Your vote can prevent stories like theirs from happening again: IWillVote.com",campaig ad,1850,1236,468,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"I’m in Houston with Willie Nelson, reminding Texans what’s at stake in this election—the freedom for a woman to make decisions about her own body without government interference. Watch now.
For ASL feed, please tune in here: https://us06web.zoom.us/j/89045994668",video feed of rally,11800,17897,2902,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"Thank you, Beyoncé and Kelly Rowland.",video with celebs,9099,2719,901,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"To the extremist leaders who support Trump Abortion Bans—but have neglected prenatal care, maternity care, and postpartum care:
Where have you been?",video clip of rally,2959,1154,326,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"Gen Z, you know it ain't right that you may have fewer rights than your mother or your grandmother.
Are you ready to make your voices heard?",video clip of rally,3147,1261,346,yes,video,,3/15/2025,en
10/25/2024,harris,5600000,"Kamala Harris and I are both gun owners. We believe in the Second Amendment. But we also believe in keeping our kids and our communities safe.
Our plan is common sense: ban assault weapons, require universal background checks, and pass red flag laws.",repost from Tim Walz's account,2379,1069,105,no,na,,3/15/2025,en
10/25/2024,harris,5600000,"Elections matter. 
Donald Trump will likely get to appoint at least one, if not two, additional Supreme Court Justices—at which point he will have packed the court with five out of nine justices who will shape your lives and the lives of generations to come.",no media,3723,1739,190,no,na,,3/15/2025,en
10/26/2024,harris,5600000,"Texas, we are fighting for freedom. Let’s get out and vote.",photos of rally hugging Beyonce,5843,2691,464,yes, photo,,3/15/2025,en
10/26/2024,harris,5600000,"Michigan, this election is a fight for our future. You can make a difference in this race by voting early: IWillVote.com/MI.",image,3428,1170,290,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,"Together, we will invest in and strengthen the middle class.",image with Harris plan to lower costs,3680,1935,474,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,"In the next 10 days, we must organize, mobilize, and vote. 
America, let’s do this together: IWillVote.com.",image with photo of harris and walz,6937,2773,612,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,We must create a pathway for Dreamers to earn their citizenship. These young people should not have to live in fear.,image,4540,1771,213,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,Georgia started early voting - and they broke historic records. North Carolina started early voting - and they broke historic records. Let's break early voting records today across Michigan.,image,9981,3265,466,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,There are 10 days until election day. Everything we do in this moment matters.,image,3509,1732,226,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,no text,announcement of rally with Michelle Obama with photo of Obama,3053,1623,,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,"My whole career I have put people above partisanship. I have never asked ""are you a Democrat, or are you a Republican?"" The first and only think I ask is: How can I help you?",image,5215,2076,241,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,"Just imagine the Oval Office in three months: It's either Donald Trump in there, stewing over his enemies list - or me, working for you, checking off my to-do list.",image,9981,4954,1268,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,"Donald Trump has violated the oath to uphold the Constituion of the United States. If given the chance, he will violate it again.",image,9981,4386,572,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,Donald Trump is one of the biggest losers of manufacturing jobs in American history.,image with photos of Harris in event,7700,3347,1326,yes,image,,3/15/2025,en
10/26/2024,harris,5600000,Freedom is what we are fighting for.,photos of rally hugging Beyonce,8289,2868,613,yes,photo,,3/15/2025,en
10/26/2024,harris,5600000,"When I was in high school, I started to notice something about my best friend, Wanda. She was sad at school, and there were times when she didn’t want to go home. 
One day, I asked Wanda if everything was all right, and she confided in me that she was being sexually abused by her stepfather. I immediately told her she had to come live with us. I called my mother, and my mother said, “Of course she does.”
And so Wanda did.  
Wanda’s story is one of the reasons I wanted to become a prosecutor. As a courtroom prosecutor, I felt a deep sense of responsibility to take on crimes and harms against women and children. When I had a case, I charged it not in the name of the victim but in the name of the people for one simple reason: In our system of justice, a harm against any one of us is a harm against all of us.
Through all my decades in law enforcement, I never asked a victim or a witness, “Are you a Republican or a Democrat?” The only question I ever asked was, “Are you okay?” That is the kind of president we deserve, and that is the kind of president I pledge to be.
As president, I will fight to protect our fundamental freedoms and make sure everyone has a right to safety, dignity, and justice.",old photo of harris in high school,5670,1664,443,yes,photo,,3/15/2025,en
10/26/2024,harris,5600000,"Donald Trump calls our country a garbage can.
I think being an American is one of the greatest privileges on Earth.",campaig ad,3258,3677,699,yes,video,,3/15/2025,en
10/26/2024,harris,5600000,"The attorney general of Texas is suing the United States government so they can get their hands on private medical records of women who leave the state to get care.
Trump won’t let anyone see his medical records, but these guys want to get their hands on yours?",video clip of rally,4503,2471,890,yes,video,,3/15/2025,en
10/26/2024,harris,5600000,"Today I’m heading to Kalamazoo, Michigan, to join Kamala Harris on the campaign trail!
In this final stretch, we have to give it everything we’ve got. We need to vote like our lives depend on it and show up in numbers that can't be denied. 
Kamala Harris is putting in the work – we see it every day. But she can’t win this thing alone. She needs our help – it’s time to #DoSomething! 
Find ways to get involved today at go.KamalaHarris.com.",repost from Michelle Obama's account ,4354,2010,419,yes,video,,3/15/2025,en
10/26/2024,harris,5600000,"I am in Kalamazoo, Michigan with Michelle Obama to remind Americans that when we vote, we win. Watch now. For ASL feed, please tune in here: https://us06web.zoom.us/j/86819665018",video feed of rally,9554,11931,1491,yes,video,,3/15/2025,en
10/26/2024,harris,5600000,It is always good to be in Michigan.,video clip of rally,2957,965,210,yes,video,,3/15/2025,en
10/26/2024,harris,5600000,"Imagine Donald Trump with no guardrails. If reelected, he will claim unchecked and extreme power.",video clip of rally,4235,3209,667,yes,video,,3/15/2025,en
10/26/2024,harris,5600000,On the trail with the Boss (and President Obama).,video of Obama and Bruce Springsteen ,9291,3319,782,yes,video,,3/15/2025,en
10/26/2024,harris,5600000,"On November 5, women will show Donald Trump how they feel about him and his attacks on their freedoms and rights.
IWillVote.com",campaig ad,3439,3013,451,yes,video,,3/15/2025,en
10/26/2024,harris,5600000,"Together, we can and will win. 
Iwillvote.com",photos of beyonce and harris,6429,4300,376,yes,video,,3/15/2025,en
10/26/2024,harris,5600000,"Donald Trump's former chief of staff said Trump wanted ""the kind of generals that Hitler had."" He said Trump fits the ""definition of a fascist.""
The guardrails around Trump are totally gone. He is unhinged, unstable – and he wants unchecked power.",repost from Tim Walz's account,1865,1280,94,no,na,,3/15/2025,en
10/27/2024,harris,5600000,no text,annoucement of rally in Pennsylvania,1801,1110,,yes,image,,3/15/2025,en
10/27/2024,harris,5600000,We have solutions to lift up the middle class. Donald Trump and JD Vance do not.,image comparing Harris and Trump economic agendas,4220,2054,498,yes,image,,3/15/2025,en
10/27/2024,harris,5600000,My plan will allow Medicare to cover in-home health care to help families like Alex's.,image,4916,1447,410,yes,image,,3/15/2025,en
10/27/2024,harris,5600000,I am focused on the future needs of the American people. Donald Trump spends his time looking in the mirror focused on himself. We are not going back.,image,5973,2310,260,yes,image,,3/15/2025,en
10/27/2024,harris,5600000,"I have long been committed to Puerto Rico and the Puerto Rican people. Together, let’s build a better future for both.",image of list with agend for Puerto Rico,9336,3068,1852,yes,image,,3/15/2025,en
10/27/2024,harris,5600000,Donald Trump makes promises and always fails to deliver.,image,9203,6630,320,yes,image,,3/15/2025,en
10/27/2024,harris,5600000,"wo middle-class kids.   
One, a daughter of Oakland, California, who was raised by a working mother and had a summer job at McDonald's.
The other, a son of the Nebraska plains, who spent summers on the farm.   
Together, Tim Walz and I are running a campaign for all Americans—from red states to blue states, from the heartland to the coasts. When elected, we will govern on behalf of all Americans.",baby photos of waltz and harris,5685,1885,311,yes,photo,,3/15/2025,en
10/27/2024,harris,5600000,"We are running a campaign on behalf of all Americans. 
Let us fight for our future.",photo of harris with US flag behind her,6714,2613,568,yes,photo,,3/15/2025,en
10/27/2024,harris,5600000,"Michigan, we are here as a community because we love our country. With your help this November, we can and will win.",photos of rally with Michelle Obama,4996,1115,244,yes,photo,,3/15/2025,en
